"distance","id","long","lat"
6090.59431739704,42639414164,-156.142075,20.717802
5616.91458183384,39905184745,-156.12791,20.709716
6247.03006094894,15537361177,-156.133575,20.732355
6247.03006094894,11023900246,-156.133575,20.732355
7513.67440417595,8365013187,-156.121376,20.73095
5280.71452472132,8359139350,-156.145553,20.708182
5752.88213242056,8198309978,-156.112289,20.704738
5495.62520954655,8151407648,-156.144218,20.710198
6861.98830935645,8041246410,-156.128,20.7305
6861.98830935645,8041225723,-156.128,20.7305
4380.40040218232,7785994366,-156.141128,20.700242
5597.62932684341,7785986786,-156.145778,20.720637
5222.26454864559,7198764382,-156.146364,20.707588
6002.11386194441,6155465142,-156.143412,20.717296
6002.11386194441,6155462352,-156.143412,20.717296
5988.55146106536,6154915259,-156.142735,20.718553
5528.79513267363,6154910617,-156.144366,20.724313
5528.79513267363,6154908205,-156.144366,20.724313
5528.79513267363,6155449276,-156.144366,20.724313
5715.32780876742,6155446970,-156.143637,20.722042
5715.32780876742,6154901407,-156.143637,20.722042
5715.32780876742,6155442584,-156.143637,20.722042
5715.32780876742,6155436452,-156.143637,20.722042
5814.55982694005,6154888787,-156.143519,20.720396
5814.55982694005,6155429712,-156.143519,20.720396
5814.55982694005,6155421364,-156.143519,20.720396
5784.46950735537,6154803975,-156.148004,20.714566
4819.21343888213,5965438677,-156.142997,20.704164
4819.21343888213,5965994482,-156.142997,20.704164
4310.09523459951,5629738023,-156.141678,20.699612
4626.77013945639,5629735337,-156.141097,20.702455
4658.38236672447,5630313742,-156.141098,20.702739
4891.93502401918,5629724767,-156.141532,20.704839
4937.21814231245,5630303846,-156.142755,20.705231
4974.85599664082,5630300516,-156.143026,20.705562
5078.39680509897,5629713281,-156.142254,20.706509
5211.26153430123,5630291388,-156.142148,20.707704
5281.37137969355,5630288832,-156.142219,20.708333
5644.24847616654,5629693547,-156.14434,20.711529
5644.25387474802,5630274752,-156.144341,20.711529
5643.9203656228,5630272078,-156.144341,20.711526
5643.92576643989,5629685151,-156.144342,20.711526
5668.24806044833,5629682439,-156.144953,20.711712
6075.52300271895,5630257170,-156.142429,20.717521
6060.24819062835,5630253790,-156.142342,20.717916
6060.01243156027,5630251360,-156.142344,20.717917
5178.8691174097,5603525021,-156.077055,20.706359
6154.36372398169,4801128756,-156.141267,20.717947
6154.36372398169,4488105806,-156.141267,20.717947
6154.36372398169,4487456005,-156.141267,20.717947
6154.36372398169,4487455767,-156.141267,20.717947
5545.8522964916,4015691321,-156.148167,20.718
5873.22464202983,4015691003,-156.145334,20.716666
5887.63597205255,4015690873,-156.145167,20.716666
6147.268490978,4015403875,-156.141284,20.718045
6147.268490978,4016164984,-156.141284,20.718045
6147.268490978,4015402661,-156.141284,20.718045
6147.268490978,4016164288,-156.141284,20.718045
6147.268490978,4016163940,-156.141284,20.718045
6147.268490978,4015401637,-156.141284,20.718045
6147.268490978,4015401331,-156.141284,20.718045
6147.268490978,4015401077,-156.141284,20.718045
6147.268490978,4015400867,-156.141284,20.718045
6147.268490978,4016162722,-156.141284,20.718045
6147.268490978,4016162412,-156.141284,20.718045
6147.268490978,4015397683,-156.141284,20.718045
6147.268490978,4016158860,-156.141284,20.718045
6147.268490978,4016158300,-156.141284,20.718045
6147.268490978,4016156114,-156.141284,20.718045
6147.268490978,4016154534,-156.141284,20.718045
6147.268490978,4016153882,-156.141284,20.718045
6147.268490978,4015390871,-156.141284,20.718045
6147.268490978,4015389905,-156.141284,20.718045
6147.268490978,4016150922,-156.141284,20.718045
6147.268490978,4015387667,-156.141284,20.718045
6147.268490978,4016148206,-156.141284,20.718045
6147.268490978,4015384267,-156.141284,20.718045
6147.268490978,4016144918,-156.141284,20.718045
6147.268490978,4016143902,-156.141284,20.718045
6147.268490978,4015379693,-156.141284,20.718045
6043.98318966534,423829649,-156.142684,20.717674
6043.98318966534,423828210,-156.142684,20.717674
6043.98318966534,423825601,-156.142684,20.717674
6001.62192344202,423824127,-156.143113,20.717749
5860.30140591133,423822360,-156.144819,20.717604
5860.30140591133,423821572,-156.144819,20.717604
6043.98318966534,423818221,-156.142684,20.717674
7239.41583121232,191282916,-156.10642,20.717022
6043.98318966534,59638427,-156.142684,20.717674
1027.44926366294,5604085769,-156.188392,20.737652
260.718346336853,490548397,-156.041371,20.662321
260.718346336853,490526422,-156.041371,20.662321
260.718346336853,490547603,-156.041371,20.662321
260.718346336853,490542309,-156.041371,20.662321
260.718346336853,490542103,-156.041371,20.662321
260.718346336853,490541937,-156.041371,20.662321
260.718346336853,490541749,-156.041371,20.662321
260.718346336853,490541569,-156.041371,20.662321
260.718346336853,490518332,-156.041371,20.662321
260.718346336853,490540665,-156.041371,20.662321
260.718346336853,490517856,-156.041371,20.662321
260.718346336853,490540253,-156.041371,20.662321
260.718346336853,490540087,-156.041371,20.662321
260.718346336853,490539893,-156.041371,20.662321
260.718346336853,490511372,-156.041371,20.662321
174.696441026224,490533317,-156.045974,20.664609
174.696441026224,490533073,-156.045974,20.664609
174.696441026224,490532715,-156.045974,20.664609
174.696441026224,490509102,-156.045974,20.664609
174.696441026224,490531725,-156.045974,20.664609
174.696441026224,490531447,-156.045974,20.664609
174.696441026224,490531191,-156.045974,20.664609
174.696441026224,490530907,-156.045974,20.664609
174.696441026224,490507766,-156.045974,20.664609
174.696441026224,490507604,-156.045974,20.664609
260.718346336853,490506664,-156.041371,20.662321
260.718346336853,490529277,-156.041371,20.662321
260.718346336853,490506198,-156.041371,20.662321
260.718346336853,490506004,-156.041371,20.662321
260.718346336853,490528663,-156.041371,20.662321
