"distance","lon","lat","ID"
237074.581526395,-159.819802,67.085222,1
237074.581526395,-159.819802,67.085222,1
237074.581526395,-159.819802,67.085222,1
240819.748612563,-159.819802,67.085222,1
240819.748612563,-159.819802,67.085222,1
240819.748612563,-159.819802,67.085222,1
240819.790560592,-159.819802,67.085222,1
240819.790560592,-159.819802,67.085222,1
237970.559415515,-159.819802,67.085222,1
237970.559415515,-159.819802,67.085222,1
238012.542418423,-159.819802,67.085222,1
238012.542418423,-159.819802,67.085222,1
238012.542418423,-159.819802,67.085222,1
271395.179784583,-159.819802,67.085222,1
265280.783339012,-159.819802,67.085222,1
254919.668252394,-159.819802,67.085222,1
245984.940061393,-159.819802,67.085222,1
249420.941851096,-159.819802,67.085222,1
259283.036558951,-159.819802,67.085222,1
366462.486248881,-159.819802,67.085222,1
361468.665596559,-159.819802,67.085222,1
362040.347150967,-159.819802,67.085222,1
362043.923668779,-159.819802,67.085222,1
361862.254410927,-159.819802,67.085222,1
362077.113569737,-159.819802,67.085222,1
362102.419161527,-159.819802,67.085222,1
360710.919456314,-159.819802,67.085222,1
361757.707654853,-159.819802,67.085222,1
361746.356609868,-159.819802,67.085222,1
361764.165355293,-159.819802,67.085222,1
361643.955023883,-159.819802,67.085222,1
361881.589488013,-159.819802,67.085222,1
361907.783404745,-159.819802,67.085222,1
362899.439172023,-159.819802,67.085222,1
362869.178301368,-159.819802,67.085222,1
362890.610113328,-159.819802,67.085222,1
361682.466304985,-159.819802,67.085222,1
361678.425426585,-159.819802,67.085222,1
361640.03019417,-159.819802,67.085222,1
361758.206933622,-159.819802,67.085222,1
361776.920232718,-159.819802,67.085222,1
361798.607422031,-159.819802,67.085222,1
361828.838163048,-159.819802,67.085222,1
405061.733554846,-159.819802,67.085222,1
288007.139519908,-159.819802,67.085222,1
249511.724573473,-159.819802,67.085222,1
249507.229113945,-159.819802,67.085222,1
247806.732881083,-159.819802,67.085222,1
257163.652602107,-159.819802,67.085222,1
255275.422699816,-159.819802,67.085222,1
258637.399561558,-159.819802,67.085222,1
259304.888138978,-159.819802,67.085222,1
259278.72027527,-159.819802,67.085222,1
259278.72027527,-159.819802,67.085222,1
259087.000410743,-159.819802,67.085222,1
258877.990534482,-159.819802,67.085222,1
258630.840846052,-159.819802,67.085222,1
255275.422699816,-159.819802,67.085222,1
255275.422699816,-159.819802,67.085222,1
252426.194120394,-159.819802,67.085222,1
249557.579281289,-159.819802,67.085222,1
249409.997782139,-159.819802,67.085222,1
257848.47279399,-159.819802,67.085222,1
249528.142396345,-159.819802,67.085222,1
249532.213377425,-159.819802,67.085222,1
249563.358106606,-159.819802,67.085222,1
249563.613268545,-159.819802,67.085222,1
249564.577302075,-159.819802,67.085222,1
249591.994377066,-159.819802,67.085222,1
249563.322968693,-159.819802,67.085222,1
249583.692578051,-159.819802,67.085222,1
247811.125984713,-159.819802,67.085222,1
248149.916237038,-159.819802,67.085222,1
248415.258810234,-159.819802,67.085222,1
249038.44121669,-159.819802,67.085222,1
249411.677407531,-159.819802,67.085222,1
249520.452886679,-159.819802,67.085222,1
249501.318586268,-159.819802,67.085222,1
249582.768545425,-159.819802,67.085222,1
249787.69429325,-159.819802,67.085222,1
249814.759883628,-159.819802,67.085222,1
250985.21031403,-159.819802,67.085222,1
253552.52749016,-159.819802,67.085222,1
255282.806705617,-159.819802,67.085222,1
255275.422699816,-159.819802,67.085222,1
255275.422699816,-159.819802,67.085222,1
256766.390265678,-159.819802,67.085222,1
252373.29199126,-159.819802,67.085222,1
259103.036005504,-159.819802,67.085222,1
259291.531937731,-159.819802,67.085222,1
361941.612370305,-159.819802,67.085222,1
362086.977038874,-159.819802,67.085222,1
362042.133034569,-159.819802,67.085222,1
362022.63068552,-159.819802,67.085222,1
362046.460094123,-159.819802,67.085222,1
362119.641736282,-159.819802,67.085222,1
364943.757267436,-159.819802,67.085222,1
362384.314039442,-159.819802,67.085222,1
180625.288629019,-159.819802,67.085222,1
180625.288629019,-159.819802,67.085222,1
180625.288629019,-159.819802,67.085222,1
180625.288629019,-159.819802,67.085222,1
180625.288629019,-159.819802,67.085222,1
180625.288629019,-159.819802,67.085222,1
180625.288629019,-159.819802,67.085222,1
255904.146753647,-159.819802,67.085222,1
285769.79033213,-159.819802,67.085222,1
285769.79033213,-159.819802,67.085222,1
362080.346074659,-159.819802,67.085222,1
362080.346074659,-159.819802,67.085222,1
362080.346074659,-159.819802,67.085222,1
362080.346074659,-159.819802,67.085222,1
362080.346074659,-159.819802,67.085222,1
362080.346074659,-159.819802,67.085222,1
285769.79033213,-159.819802,67.085222,1
246622.174122642,-159.819802,67.085222,1
259277.449407505,-159.819802,67.085222,1
259277.449407505,-159.819802,67.085222,1
258869.202493456,-159.819802,67.085222,1
258869.202493456,-159.819802,67.085222,1
258639.002451715,-159.819802,67.085222,1
256912.204786042,-159.819802,67.085222,1
256646.829718972,-159.819802,67.085222,1
255833.744575233,-159.819802,67.085222,1
255140.066311422,-159.819802,67.085222,1
255140.066311422,-159.819802,67.085222,1
255140.066311422,-159.819802,67.085222,1
255140.066311422,-159.819802,67.085222,1
253541.316145365,-159.819802,67.085222,1
253541.316145365,-159.819802,67.085222,1
253541.316145365,-159.819802,67.085222,1
253541.316145365,-159.819802,67.085222,1
253541.316145365,-159.819802,67.085222,1
249550.626854323,-159.819802,67.085222,1
249445.659963355,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
247843.647787023,-159.819802,67.085222,1
247798.267776943,-159.819802,67.085222,1
247796.841994547,-159.819802,67.085222,1
247796.841994547,-159.819802,67.085222,1
247800.714241424,-159.819802,67.085222,1
247800.714241424,-159.819802,67.085222,1
247800.714241424,-159.819802,67.085222,1
247814.345223354,-159.819802,67.085222,1
247814.345223354,-159.819802,67.085222,1
247818.000469349,-159.819802,67.085222,1
247893.910362019,-159.819802,67.085222,1
248345.515558425,-159.819802,67.085222,1
249522.335282448,-159.819802,67.085222,1
249512.575724792,-159.819802,67.085222,1
249512.575724792,-159.819802,67.085222,1
247412.191401538,-159.819802,67.085222,1
246832.576328744,-159.819802,67.085222,1
246624.129834822,-159.819802,67.085222,1
246622.174122642,-159.819802,67.085222,1
246622.174122642,-159.819802,67.085222,1
246318.554799272,-159.819802,67.085222,1
245995.18433353,-159.819802,67.085222,1
245840.3197172,-159.819802,67.085222,1
245847.15720191,-159.819802,67.085222,1
245850.787627178,-159.819802,67.085222,1
245840.374944548,-159.819802,67.085222,1
245868.235396107,-159.819802,67.085222,1
245868.235396107,-159.819802,67.085222,1
245859.021373347,-159.819802,67.085222,1
245898.408168336,-159.819802,67.085222,1
245898.408168336,-159.819802,67.085222,1
245898.408168336,-159.819802,67.085222,1
245898.408168336,-159.819802,67.085222,1
245869.932939277,-159.819802,67.085222,1
246604.359651,-159.819802,67.085222,1
246610.721687705,-159.819802,67.085222,1
247432.152626016,-159.819802,67.085222,1
247430.418332407,-159.819802,67.085222,1
247618.658972341,-159.819802,67.085222,1
248064.369609119,-159.819802,67.085222,1
248307.837459053,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249521.873972856,-159.819802,67.085222,1
249364.783224002,-159.819802,67.085222,1
249018.692310368,-159.819802,67.085222,1
249018.692310368,-159.819802,67.085222,1
248567.101127105,-159.819802,67.085222,1
248406.295521138,-159.819802,67.085222,1
248928.255237146,-159.819802,67.085222,1
249192.943072149,-159.819802,67.085222,1
249455.320995033,-159.819802,67.085222,1
249455.320995033,-159.819802,67.085222,1
249455.320995033,-159.819802,67.085222,1
249448.417503896,-159.819802,67.085222,1
249448.417503896,-159.819802,67.085222,1
249448.383037301,-159.819802,67.085222,1
249490.456570218,-159.819802,67.085222,1
249524.471045115,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
249857.130551183,-159.819802,67.085222,1
251634.599707491,-159.819802,67.085222,1
252728.666845596,-159.819802,67.085222,1
253538.452794849,-159.819802,67.085222,1
254521.563098193,-159.819802,67.085222,1
254523.537590905,-159.819802,67.085222,1
255160.20956528,-159.819802,67.085222,1
255273.199015454,-159.819802,67.085222,1
255273.199015454,-159.819802,67.085222,1
255904.146753647,-159.819802,67.085222,1
256053.521276216,-159.819802,67.085222,1
256580.47973531,-159.819802,67.085222,1
256778.695114827,-159.819802,67.085222,1
257030.794081016,-159.819802,67.085222,1
257030.794081016,-159.819802,67.085222,1
257030.794081016,-159.819802,67.085222,1
257030.794081016,-159.819802,67.085222,1
257461.827732487,-159.819802,67.085222,1
257465.37777281,-159.819802,67.085222,1
258647.661478817,-159.819802,67.085222,1
259272.415648203,-159.819802,67.085222,1
373984.40018395,-159.819802,67.085222,1
362078.205916691,-159.819802,67.085222,1
361683.551145376,-159.819802,67.085222,1
355020.512533688,-159.819802,67.085222,1
354672.708471276,-159.819802,67.085222,1
353595.30640012,-159.819802,67.085222,1
353482.168839561,-159.819802,67.085222,1
349804.072126523,-159.819802,67.085222,1
337786.724102732,-159.819802,67.085222,1
337252.749492748,-159.819802,67.085222,1
336648.3833747,-159.819802,67.085222,1
336132.952314492,-159.819802,67.085222,1
343735.495302668,-159.819802,67.085222,1
