"distance","id","long","lat"
3.80748817887381,14826932627,-155.090042,19.299155
3.80748817887381,14826930767,-155.090042,19.299155
4.83559048405727,14826810170,-155.089873,19.299255
4.83559048405727,14826808290,-155.089873,19.299255
4.83559048405727,14826923027,-155.089873,19.299255
4.83559048405727,15013075412,-155.089873,19.299255
9.1754123062299,14826820608,-155.089323,19.299777
14.1416844253564,14826815948,-155.088989,19.300055
9.60959189660406,14826790970,-155.089084,19.29973
9.60959189660406,15010342601,-155.089084,19.29973
15.1496570804051,14826808018,-155.089984,19.299069
5.62500867057285,15010336151,-155.093375,19.297297
5.62500867057285,14990428806,-155.093375,19.297297
5.62500867057285,14826897837,-155.093375,19.297297
5.62500867057285,14990425956,-155.093375,19.297297
5.62500867057285,14826777510,-155.093375,19.297297
5.62500867057285,14990422966,-155.093375,19.297297
5.62500867057285,14826690409,-155.093375,19.297297
5.62500867057285,14826689109,-155.093375,19.297297
5.62500867057285,14990418626,-155.093375,19.297297
5.62500867057285,14826769940,-155.093375,19.297297
32.4661910471966,15012082932,-155.09337,19.296916
32.404289499624,15009246231,-155.089848,19.298969
8.34145908187199,14942270585,-155.089737,19.299491
33.3410412103994,14755597100,-155.089006,19.300255
52.782593835532,14753417898,-155.097803,19.294832
6.96676956971716,14753154549,-155.090003,19.299298
35.7062054209096,14753149539,-155.135054,19.29059
58.5638195823752,14862822286,-155.097717,19.294812
19.936201851826,14882753031,-155.129914,19.289097
0.784682902522159,14878587021,-155.089162,19.299775
0.784682902522159,14901495913,-155.089162,19.299775
79.2702758925978,14691528608,-155.092704,19.296774
79.2702758925978,14691525088,-155.092704,19.296774
2.5610461964019,14510514027,-155.08992,19.299305
27.0968564796791,14677564293,-155.113525,19.285372
27.0968564796791,14470970870,-155.113525,19.285372
31.5156043504811,14634675386,-155.113425,19.285397
32.620008582359,14471210577,-155.113453,19.285363
33.7717288596278,14471207757,-155.11345,19.285352
834.162870377508,14677551143,-155.121939,19.292911
843.407726186927,14471001839,-155.121939,19.293011
807.365439240966,14654403441,-155.121953,19.29263
799.51064202391,14470997029,-155.121964,19.292552
797.675893690239,14654400791,-155.122342,19.292772
775.508668021205,14655391274,-155.122134,19.2924
66.313274082359,14430716110,-155.098264,19.294537
66.313274082359,14614160541,-155.098264,19.294537
66.313274082359,14430753648,-155.098264,19.294537
33.5643068390107,14398432937,-155.100688,19.293554
12.2229035574815,14383135564,-155.089264,19.29985
1.78930968114257,14384087065,-155.090028,19.299186
7.39199965229785,14180306790,-155.093406,19.2973
4.22139659596953,14363550981,-155.092234,19.2979
10.1465899473596,14180407467,-155.088998,19.300005
17.5250277036679,14180243989,-155.088098,19.300688
17.5250277036679,14387056163,-155.088098,19.300688
2.24188700217143,14180238359,-155.094042,19.296944
4.20207407748147,14180401117,-155.096939,19.295661
0.897592386002934,14180239758,-155.3069,19.295694
0.470682756939644,14353638753,-155.098446,19.295104
4.06267808383874,14146854569,-155.089852,19.299367
4.06267808383874,14146900590,-155.089852,19.299367
61.8595314451001,14147012757,-155.092717,19.296947
0.470682756939644,14333516815,-155.098446,19.295104
0.470682756939644,14353707643,-155.098446,19.295104
4.06267808383874,14331730282,-155.089852,19.299367
22.4575277299708,14276398591,-155.09011,19.299397
10.8684731845733,14075320290,-155.089309,19.299805
5.97772945446267,14261536904,-155.090134,19.299072
26.8887731221675,14060772317,-155.116782,19.283418
2.49253224760185,14031016240,-155.089937,19.299238
3.34910332068052,14026303377,-155.099103,19.294855
60.6048016155947,14026236540,-155.097712,19.294794
0.24317241790868,14210436492,-155.097612,19.295438
8.8703905702798,14212690194,-155.096853,19.295822
3.97927060314138,14209545791,-155.08992,19.299233
5.50504509085132,14026252517,-155.089853,19.299261
74.9410938602773,14026169178,-155.14887,19.295822
5.89194915231834,14210405772,-155.149812,19.296283
0.871389074388233,14021588840,-155.089448,19.299602
6.41754769616252,13954083030,-155.095367,19.2964
6.09273687247051,14131822623,-155.097992,19.295332
6.09273687247051,14048077653,-155.097992,19.295332
4.48723292532449,14028470424,-155.098346,19.295207
62.0420431809464,13811688515,-155.09276,19.296922
4.78738174856718,13700884485,-155.089167,19.299833
6.79493183123767,13618681615,-155.089387,19.299708
9.55280850582058,13618661575,-155.089737,19.299294
10.0151084208428,13619017494,-155.089692,19.299319
61.8074232868927,13505769723,-155.097645,19.294811
277.845761391166,13419863105,-155.127442,19.290388
3.21722825625927,13101838354,-155.089442,19.299561
3.21722825625927,13101559865,-155.089442,19.299561
3.21722825625927,13101552965,-155.089442,19.299561
3.21722825625927,13101820714,-155.089442,19.299561
3.21722825625927,13101816404,-155.089442,19.299561
3.21722825625927,13101812104,-155.089442,19.299561
3.21722825625927,13101650523,-155.089442,19.299561
3.21722825625927,13101645443,-155.089442,19.299561
3.21722825625927,13100762963,-155.089442,19.299561
3.21722825625927,13100916834,-155.089442,19.299561
3.49934823723952,13068367435,-155.089895,19.299255
4.62837603221646,12932799875,-155.089845,19.299276
18.7112849211503,12932903203,-155.088644,19.299924
0.410890017926901,12927435935,-155.098387,19.295256
45.3059302367269,12898380793,-155.088865,19.300481
45.3059302367269,12898703374,-155.088865,19.300481
67.5905222652,12898700884,-155.098038,19.294597
67.5905222652,12898275585,-155.098038,19.294597
67.5905222652,12898271825,-155.098038,19.294597
35.0762060753108,12895887625,-155.087707,19.301179
35.0762060753108,12896288124,-155.087707,19.301179
35.0762060753108,12895966903,-155.087707,19.301179
45.3059302367269,12896276024,-155.088865,19.300481
45.3059302367269,12895955113,-155.088865,19.300481
