"id","long","lat"
"3274168371",-103.068528,29.4305
"3274158937",-103.048084,29.525444
"3274145099",-103.047945,29.525499
"3274142971",-103.047917,29.525499
"3255466864",-103.047862,29.525416
"3255464540",-103.047834,29.525444
"3226228164",-103.138607,29.432136
"3222948642",-103.256834,29.334333
"3222094377",-103.256834,29.334333
"3169305694",-103.138993,29.614003
"3169269792",-103.141429,29.615794
"3169262510",-103.141429,29.615794
"3169261954",-103.141429,29.615794
"3168431725",-103.141429,29.615794
"3168431297",-103.253856,29.572301
"3168430285",-103.253985,29.572525
"3169259954",-103.253985,29.572525
"3168429759",-103.253728,29.571835
"3168428577",-103.253728,29.571835
"3169258318",-103.253728,29.571835
"3168428073",-103.254178,29.573692
"3168424639",-103.11306,29.623289
"2925366429",-103.226809,29.365345
"2925324741",-103.221112,29.378005
"2900642775",-103.216627,29.386484
"2900640873",-103.216627,29.386484
"2825363398",-103.202143,29.399922
"2824526051",-103.202143,29.399922
"2490893834",-103.048775,29.525763
"2490075613",-103.048775,29.525763
"2490892866",-103.048775,29.525763
"2490892214",-103.048775,29.525763
"2490073709",-103.048775,29.525763
"2490073313",-103.048775,29.525763
"2476861082",-103.052691,29.503934
"2471013346",-103.052691,29.503934
"2470188781",-103.052691,29.503934
"2325198892",-103.202047,29.402328
"2325198436",-103.204429,29.407049
"2270516532",-103.136714,29.622433
"2270516418",-103.136714,29.622433
"2270516364",-103.136714,29.622433
"2269724683",-103.1427,29.622368
"2269724641",-103.1427,29.622368
"2148867065",-103.256549,29.334653
"2149641994",-103.256549,29.334653
"2148836931",-103.256549,29.334653
"2149607822",-103.256549,29.334653
"2147312285",-103.256549,29.334653
"2147269919",-103.256549,29.334653
"2148058704",-103.256549,29.334653
"2148050310",-103.256549,29.334653
"2148042192",-103.256549,29.334653
"2147208179",-103.256549,29.334653
"2147123477",-103.256549,29.334653
"2147112673",-103.256549,29.334653
"2147888306",-103.256549,29.334653
"2147881244",-103.256549,29.334653
"2146824933",-103.256549,29.334653
"2147613740",-103.256549,29.334653
"2146814209",-103.256549,29.334653
"2147599334",-103.256549,29.334653
"2147581882",-103.256549,29.334653
"2147566090",-103.256549,29.334653
"2147557210",-103.256549,29.334653
"2146755441",-103.256549,29.334653
"2147542310",-103.256549,29.334653
"2146738613",-103.256549,29.334653
"2146728691",-103.256549,29.334653
"2051317050",-103.034688,29.353344
"1943382669",-103.256549,29.334653
"1943289963",-103.256549,29.334653
"1387252713",-103.302265,29.389765
"1364526592",-103.256549,29.334653
"1323111456",-103.256549,29.334653
"1323110462",-103.256549,29.334653
"1300367089",-103.256549,29.334653
"1300346803",-103.256549,29.334653
"1301197384",-103.256549,29.334653
"1301180230",-103.256549,29.334653
"1281259073",-103.256549,29.334653
"1152626580",-103.137422,29.418979
"1152580054",-103.123249,29.504439
"534008258",-103.173189,29.659768
"480403053",-103.049902,29.52708
"480402983",-103.043616,29.52975
"438383894",-103.202594,29.401366
"297502090",-103.221391,29.37794
"238208847",-103.167693,29.68026
"158418683",-103.199687,29.341518
"158418650",-103.184108,29.358426
"158418452",-103.185052,29.358482
"158418393",-103.185009,29.358613
"123999426",-103.206832,29.410292
"121564662",-103.206832,29.410292
"120041070",-103.206832,29.410292
"120040451",-103.206832,29.410292
"120039876",-103.206832,29.410292
"120039393",-103.206832,29.410292
"119689123",-103.206832,29.410292
"70749575",-103.167243,29.680372
"66296080",-103.125185,29.539598
"50582919",-103.145657,29.394066
"29950128",-103.137331,29.418965
"29949957",-103.137288,29.418928
"29949875",-103.137331,29.41889
"3274985040",-103.06825,29.430611
"3254638841",-103.06825,29.430583
"34289515650",-103.202789,29.399086
"34451739045",-103.167345,29.679858
"33471505193",-103.189537,29.404142
"34232816116",-103.20285,29.399061
"33454188743",-103.20292,29.399044
"33345836244",-103.260514,29.362208
"33323443234",-103.294456,29.356427
"34035057631",-103.275825,29.349286
"33350555183",-103.202873,29.398766
"34090378786",-103.113792,29.495716
"33275749624",-103.202728,29.398661
"33306749313",-103.202889,29.398744
"33888053971",-103.148064,29.630644
"33920882926",-103.202848,29.398963
"33888565305",-103.167371,29.67999
"32983054784",-103.141092,29.420416
"32971625484",-103.202894,29.39915
"33739188366",-103.204598,29.403808
"33671328086",-103.202873,29.399
"33671327826",-103.201912,29.399588
"33327981320",-103.204856,29.406186
"33702403285",-103.202873,29.399
"33546153592",-103.201912,29.399588
"32889025043",-103.204856,29.406186
"33546135702",-103.202348,29.399302
"33316076450",-103.204856,29.406186
"33543769852",-103.202903,29.398991
"33659107156",-103.202156,29.399449
"32857496554",-103.202881,29.399008
"33659106896",-103.204492,29.403161
"32992820272",-103.202894,29.39915
"33039394226",-103.137437,29.419125
"32925029212",-103.137437,29.419125
"32954259711",-103.137437,29.419125
"32954209661",-103.137437,29.419125
"32954148151",-103.137437,29.419125
"32235303284",-103.137437,29.419125
"32924831772",-103.137437,29.419125
"32887199862",-103.137303,29.419225
"32193077454",-103.048073,29.525413
"32907287421",-103.202894,29.39915
"32205822333",-103.16812,29.369169
"32205817673",-103.167453,29.369397
"32205814993",-103.167495,29.369377
"32205812193",-103.168112,29.369144
"32205810433",-103.168323,29.369358
"32205808893",-103.137681,29.419111
"32205807273",-103.140881,29.422172
"32205805473",-103.138548,29.433519
"32979449756",-103.137831,29.467822
"32894803551",-103.053303,29.505577
"32205799673",-103.048412,29.520047
"32894799101",-103.048403,29.520094
"33021127655",-103.049148,29.524961
"33021125535",-103.049148,29.524961
"33021120155",-103.04797,29.525405
"33021116275",-103.05257,29.504027
"33021113205",-103.129814,29.489216
"33021110275",-103.129814,29.489216
"33021107765",-103.129814,29.489216
"33021105785",-103.143012,29.622627
"32908070355",-103.116045,29.623213
"32784083051",-103.108262,29.6243
"32754401952",-103.110275,29.624888
"32476406751",-103.173476,29.660609
"32339232112",-103.055512,29.368475
"32490878705",-103.044589,29.361786
"32369252691",-103.034128,29.350863
"31679304283",-103.034281,29.351277
"32369250111",-103.034287,29.351252
"32369247801",-103.030398,29.344116
"32008223040",-103.154411,29.375322
"32265508611",-103.154411,29.375322
"32270101286",-103.137373,29.419077
"32309433305",-103.137373,29.419077
"31498495483",-103.137373,29.419077
"32159717312",-103.137373,29.419077
"32270091926",-103.137373,29.419077
"32309422855",-103.137373,29.419077
"32097825411",-103.136935,29.41805
"31034677642",-103.202934,29.399102
"30219226994",-103.136517,29.568397
"30219219224",-103.136517,29.568397
"29923467454",-103.256645,29.334447
"30405619532",-103.189741,29.358445
"30521803405",-103.189741,29.358445
"30283068432",-103.033728,29.366755
"30363453226",-103.042168,29.367636
"29769146034",-103.042425,29.367562
"30363347096",-103.090565,29.406152
"30102307420",-103.068229,29.443228
"30112407062",-103.256481,29.334608
"30139177321",-103.138403,29.406833
"29928187680",-103.138403,29.406833
"30109523702",-103.138403,29.406833
"30189485466",-103.138403,29.406833
"29594189433",-103.00265,29.424775
"30138304391",-103.002778,29.424722
"30218365935",-103.00265,29.424775
"29453211751",-103.24402,29.57963
"29279373545",-103.203025,29.3991
"28266193724",-103.141545,29.399027
"28056699476",-103.2848,29.347069
"26502300513",-103.2848,29.347069
"26199780293",-103.137803,29.467522
"26199770043",-103.167373,29.679866
"26672240815",-103.308091,29.347092
"26428069971",-103.126537,29.542435
"25889289684",-103.126537,29.542435
"25642379600",-103.309145,29.346347
"25120961144",-103.030493,29.344205
"25751396035",-103.029536,29.34468
"25124777483",-103.029536,29.34468
"25630394432",-103.087943,29.40804
"25124764573",-103.087943,29.40804
"25635265656",-103.20224,29.400674
"25661363705",-103.203109,29.401749
"25034507303",-103.202723,29.398973
"25635009246",-103.207486,29.41018
"25296487940",-103.148831,29.384281
"25533304245",-103.136839,29.418372
"25439802981",-103.137459,29.418944
"24725529983",-103.148831,29.384281
"24464402839",-103.202222,29.399722
"24343429281",-103.194484,29.410374
"24281586656",-103.143669,29.624456
"23551316529",-103.205578,29.407766
"23637984056",-103.138581,29.433702
"23253709171",-103.193551,29.405841
"22707861914",-103.196651,29.404823
"22564152923",-103.202328,29.399652
"23165028996",-103.202328,29.399652
"22562551534",-103.202328,29.399652
"22582718229",-103.191809,29.407989
"22310652624",-103.167222,29.68
"22855528155",-103.207667,29.4105
"22667525390",-103.207667,29.4105
"22437169497",-103.207667,29.4105
"22829524336",-103.207667,29.4105
"22463367739",-103.207667,29.4105
"22437165687",-103.207667,29.4105
"22463365129",-103.207667,29.4105
"22823904176",-103.2075,29.41
"22457740009",-103.202,29.399666
"22431553788",-103.207667,29.4105
"22228760013",-103.207667,29.4105
"22097132266",-103.194312,29.4103
"21874791490",-103.191809,29.407989
"22036754706",-103.191809,29.407989
"21440089424",-103.191809,29.407989
"22062902575",-103.191809,29.407989
"22072827391",-103.191809,29.407989
"21875953939",-103.191809,29.407989
"22054526811",-103.202659,29.399102
"21794481269",-103.230287,29.356066
"21358536164",-103.230287,29.356066
"20544357874",-103.202328,29.399652
"20966382169",-103.140142,29.411583
"20444338120",-103.195943,29.405215
"20494718032",-103.196704,29.404843
"19880808494",-103.19724,29.404235
"19845078563",-103.173507,29.66006
"19843361654",-103.173507,29.66006
"20124838330",-103.202659,29.399102
"20124724078",-103.202659,29.399102
"20137380992",-103.137773,29.460369
"19735241369",-103.137773,29.460369
"19641812558",-103.137773,29.460369
"19834674531",-103.137773,29.460369
"19192019513",-103.137773,29.460369
"19817658501",-103.137773,29.460369
"19624776408",-103.137698,29.459408
"19392263880",-103.237936,29.352346
"19556623372",-103.297006,29.354769
"19556488412",-103.286806,29.358836
"19556484242",-103.286806,29.358836
"19567567751",-103.286806,29.358836
"18928671324",-103.137773,29.460369
"19525018366",-103.137773,29.460369
"19364616449",-103.137773,29.460369
"19363082070",-103.137698,29.459408
"18930122003",-103.137698,29.459408
"19524878816",-103.140142,29.411583
"18295760965",-103.203262,29.398627
"18284099952",-103.276226,29.350459
"18132216181",-103.139787,29.40685
"18132193531",-103.139023,29.465958
"18127628552",-103.138948,29.466061
"18132172601",-103.136712,29.417288
"17943179068",-103.13907,29.419086
"17944792279",-103.136948,29.418355
"17407392363",-103.25612,29.333624
"17821527172",-103.274262,29.347688
"17270438282",-103.258445,29.336363
"17156653706",-103.136459,29.62475
"17014031182",-103.303364,29.388944
"17008900391",-103.131028,29.622047
"17008357812",-103.130987,29.622044
"17008354012",-103.117339,29.623547
"16823558939",-103.114178,29.623413
"17008338882",-103.111925,29.624252
"16822249320",-103.112014,29.624247
"16983774406",-103.135492,29.624813
"16817605638",-103.136909,29.418313
"16817598018",-103.136909,29.418311
"17004449141",-103.167378,29.67985
"16780346069",-103.173548,29.660202
"16780245539",-103.173387,29.660349
"16965060192",-103.173531,29.660197
"15735332484",-103.296989,29.354747
"16040762298",-103.173434,29.660072
"15608415803",-103.20355,29.402294
"16227466652",-103.202728,29.399122
"16228264995",-103.202764,29.399058
"15899234951",-103.195695,29.345186
"15705430469",-103.173379,29.660227
"15705695317",-103.173379,29.660227
"15704169170",-103.173379,29.660227
"15614306448",-103.302778,29.388333
"15801289552",-103.302778,29.388333
"15614880760",-103.302778,29.388333
"15801284772",-103.302778,29.388333
"15801282112",-103.302628,29.388541
"15180272223",-103.302812,29.388408
"15599893780",-103.176195,29.366713
"33330032564",-103.173369,29.660133
"24071963215",-103.164721,29.661989
"18930144013",-103.137773,29.460369
"17097596030",-103.258453,29.336397
"17234873216",-103.258287,29.336258
"8607272218",-103.303603,29.389433
"8606895744",-103.167323,29.679955
"8588485964",-103.19565,29.349925
"8588485498",-103.195653,29.349916
"8587384143",-103.141112,29.420052
"8588484408",-103.141114,29.420052
"8588483872",-103.127553,29.494566
"8574036686",-103.2345,29.383333
"8513039571",-103.202906,29.39898
"8491511440",-103.176399,29.336
"8443606960",-103.205072,29.406647
"8215681826",-103.1764,29.336
"8214587725",-103.1764,29.336
"8214587519",-103.1764,29.336
"8215672704",-103.1764,29.336
"8214582819",-103.1764,29.336
"8214582603",-103.1764,29.336
"8215666874",-103.1764,29.336
"8214578951",-103.1764,29.336
"8214576199",-103.1764,29.336
"8215657860",-103.1764,29.336
"8214566149",-103.1764,29.336
"8187221674",-103.202916,29.398861
"8187219168",-103.167403,29.679906
"8177177976",-103.202916,29.398861
"8177139005",-103.202251,29.399926
"8177164624",-103.22933,29.333213
"8177008602",-103.142083,29.619906
"8176971811",-103.167403,29.679906
"8122377178",-103.202475,29.39873
"8122375438",-103.201945,29.400313
"8122356307",-103.206631,29.408402
"8122371670",-103.218887,29.396969
"7978306125",-103.141193,29.415376
"7915719070",-103.196994,29.341011
"7752375080",-103.20239,29.400235
"7745676160",-103.204278,29.403562
"7738967188",-103.202776,29.399244
"7656094286",-103.202776,29.399244
"7346593790",-103.204429,29.398875
"7236864060",-103.131705,29.483965
"7198854420",-103.163251,29.370993
"7198845724",-103.163251,29.370993
"7187859432",-103.219508,29.383385
"6949570902",-103.173434,29.660233
"6949570684",-103.173445,29.66023
"6949570440",-103.173473,29.660222
"7075456535",-103.207785,29.410753
"6933969741",-103.0309,29.344548
"6933927239",-103.037209,29.358403
"6889374877",-103.137867,29.463074
"6880221101",-103.202895,29.398805
"6880220775",-103.202892,29.398802
"6878913583",-103.202931,29.399127
"6878912385",-103.202926,29.399122
"6878910171",-103.202914,29.399091
"6878909409",-103.202081,29.399611
"6878908429",-103.202114,29.399658
"6834182321",-103.3045,29.393
"6834175245",-103.3045,29.393
"6736914067",-103.029506,29.34308
"6632564099",-103.02957,29.342182
"6565409737",-103.198136,29.338549
"6546408273",-103.303284,29.350085
"6527429385",-103.197069,29.339161
"6441260065",-103.139937,29.619472
"6441256447",-103.114623,29.607413
"6363412983",-103.106925,29.597966
"6363409255",-103.106925,29.597966
"6363403039",-103.106925,29.597966
"6363399029",-103.106925,29.597966
"6363394771",-103.106925,29.597966
"6363365895",-103.106925,29.597966
"6363364791",-103.106925,29.597966
"6363363597",-103.106925,29.597966
"6363360631",-103.106925,29.597966
"6363359321",-103.106925,29.597966
"6363357683",-103.106925,29.597966
"6363356447",-103.106925,29.597966
"6363355195",-103.106925,29.597966
"6363353697",-103.106925,29.597966
"6363350793",-103.106925,29.597966
"6363349683",-103.106925,29.597966
"6363347137",-103.106925,29.597966
"6363345927",-103.106925,29.597966
"6363343999",-103.106925,29.597966
"6363341107",-103.106925,29.597966
"6359261879",-103.106925,29.597966
"6359261175",-103.106925,29.597966
"6359260783",-103.106925,29.597966
"6292446881",-103.106346,29.499975
"6287557301",-103.2974,29.354409
"6235727304",-103.201811,29.399482
"6180364135",-103.297056,29.354811
"6180362601",-103.297056,29.354811
"6180361391",-103.297056,29.354811
"6180885260",-103.297056,29.354811
"6180352183",-103.152126,29.380525
"6180876060",-103.144803,29.399936
"6180874662",-103.14432,29.401448
"6180873384",-103.12532,29.538065
"6169999665",-103.303241,29.39758
"6138148227",-103.168376,29.369452
"6128781801",-103.138453,29.581522
"6118076381",-103.201757,29.39944
"6118068611",-103.201757,29.39944
"6118063995",-103.201757,29.39944
"6118602992",-103.201757,29.39944
"6118056821",-103.201757,29.39944
"6118054455",-103.201757,29.39944
"6057112252",-103.137406,29.418923
"6057086660",-103.137191,29.418722
"6057079390",-103.137373,29.418787
"6056527101",-103.14542,29.628439
"6057072440",-103.167414,29.67978
"6056517753",-103.17368,29.65984
"5964930703",-103.201972,29.399669
